model,imgsz,fps_level,stride,precision,buf_mode,track_buffer,seq,mota,idf1,num_switches,idsw_per_gt_track,mostly_tracked_ratio,mostly_lost,n_gt_tracks,n_strided_frames
yolo26s,576,1,30,trt,fixed,30,MOT17-04,0.1588502269288956,0.2503128911138924,32,0.41025641025641024,0.02564102564102564,56,78,35
yolo26m,640,30,1,fp32,scaled,30,MOT17-09,0.5898531375166889,0.6443754478146645,14,0.5384615384615384,0.7307692307692307,1,26,525
yolo26m,640,30,1,fp32,scaled,30,MOT17-02,0.4210582348557437,0.5747427747558818,29,0.5471698113207547,0.2641509433962264,24,53,600
yolo26m,640,30,1,fp32,scaled,30,MOT17-04,0.28429723010471863,0.4211696435300324,26,0.3291139240506329,0.11392405063291139,46,79,1050
yolo26m,640,30,1,int8,scaled,30,MOT17-09,0.7727636849132176,0.727712902307035,23,0.8846153846153846,0.6153846153846154,3,26,525
yolo26m,640,30,1,int8,scaled,30,MOT17-02,0.360694133929522,0.5015001500150015,13,0.24528301886792453,0.1509433962264151,32,53,600
yolo26m,640,30,1,int8,scaled,30,MOT17-04,0.22872353783179733,0.37200714711137584,9,0.11392405063291139,0.10126582278481013,53,79,1050
yolo26m,640,30,1,trt,scaled,30,MOT17-09,0.7380507343124165,0.6670112417625016,24,0.9230769230769231,0.8076923076923077,2,26,525
yolo26m,640,30,1,trt,scaled,30,MOT17-02,0.43266262110081977,0.5598124581379772,31,0.5849056603773585,0.2641509433962264,24,53,600
yolo26m,640,30,1,trt,scaled,30,MOT17-04,0.3793726928002813,0.5357626201109758,36,0.45569620253164556,0.1518987341772152,34,79,1050
yolo26m,640,15,2,fp32,scaled,15,MOT17-09,0.6044776119402986,0.6692493946731235,18,0.6923076923076923,0.7692307692307693,2,26,263
yolo26m,640,15,2,fp32,scaled,15,MOT17-02,0.41269165247018735,0.5744709170770664,25,0.4807692307692308,0.2692307692307692,23,52,300
yolo26m,640,15,2,fp32,scaled,15,MOT17-04,0.2791340164757886,0.413135593220339,27,0.34177215189873417,0.11392405063291139,47,79,525
yolo26m,640,15,2,int8,scaled,15,MOT17-09,0.7686567164179104,0.7238204833141542,20,0.7692307692307693,0.5384615384615384,3,26,263
yolo26m,640,15,2,int8,scaled,15,MOT17-02,0.35221465076660985,0.49726941747572817,10,0.19230769230769232,0.1346153846153846,31,52,300
yolo26m,640,15,2,int8,scaled,15,MOT17-04,0.22242314647377937,0.37132691000679646,3,0.0379746835443038,0.10126582278481013,55,79,525
yolo26m,640,15,2,trt,scaled,15,MOT17-09,0.7409381663113006,0.7014613778705637,26,1.0,0.7307692307692307,2,26,263
yolo26m,640,15,2,trt,scaled,15,MOT17-02,0.4286626916524702,0.5597929719422501,27,0.5192307692307693,0.2692307692307692,25,52,300
yolo26m,640,15,2,trt,scaled,15,MOT17-04,0.3701024713682941,0.5227768685215494,30,0.379746835443038,0.1518987341772152,35,79,525
yolo26m,640,10,3,fp32,scaled,10,MOT17-09,0.6014434643143545,0.6434846266471449,21,0.8076923076923077,0.7692307692307693,2,26,175
yolo26m,640,10,3,fp32,scaled,10,MOT17-02,0.4062699936020473,0.5318246110325319,31,0.5961538461538461,0.25,25,52,200
yolo26m,640,10,3,fp32,scaled,10,MOT17-04,0.2756801567563494,0.42458801391344014,18,0.22784810126582278,0.11392405063291139,48,79,350
yolo26m,640,10,3,int8,scaled,10,MOT17-09,0.731355252606255,0.6798941798941799,23,0.8846153846153846,0.4230769230769231,3,26,175
yolo26m,640,10,3,int8,scaled,10,MOT17-02,0.3451695457453615,0.46529859349780955,14,0.2692307692307692,0.15384615384615385,31,52,200
yolo26m,640,10,3,int8,scaled,10,MOT17-04,0.21991107091717532,0.37490979071445757,3,0.0379746835443038,0.10126582278481013,55,79,350
yolo26m,640,10,3,trt,scaled,10,MOT17-09,0.7249398556535686,0.6592356687898089,35,1.3461538461538463,0.7307692307692307,3,26,175
yolo26m,640,10,3,trt,scaled,10,MOT17-02,0.42194497760716576,0.5412541254125413,29,0.5576923076923077,0.2692307692307692,24,52,200
yolo26m,640,10,3,trt,scaled,10,MOT17-04,0.3649860577285402,0.516701030927835,26,0.3291139240506329,0.1518987341772152,35,79,350
yolo26m,640,7,4,fp32,scaled,8,MOT17-09,0.6061571125265393,0.6706172839506173,38,1.4615384615384615,0.7307692307692307,2,26,132
yolo26m,640,7,4,fp32,scaled,8,MOT17-02,0.403747870528109,0.5554647042790951,21,0.40384615384615385,0.2692307692307692,25,52,150
yolo26m,640,7,4,fp32,scaled,8,MOT17-04,0.2690533493782591,0.41586575133485887,17,0.21518987341772153,0.11392405063291139,49,79,263
yolo26m,640,7,4,int8,scaled,8,MOT17-09,0.727176220806794,0.7005847953216374,29,1.1153846153846154,0.46153846153846156,3,26,132
yolo26m,640,7,4,int8,scaled,8,MOT17-02,0.3454003407155025,0.48079306071871125,7,0.1346153846153846,0.15384615384615385,31,52,150
yolo26m,640,7,4,int8,scaled,8,MOT17-04,0.21660649819494582,0.3536222561711024,5,0.06329113924050633,0.08860759493670886,55,79,263
yolo26m,640,7,4,trt,scaled,8,MOT17-09,0.7144373673036093,0.6251342642320086,47,1.8076923076923077,0.6538461538461539,3,26,132
yolo26m,640,7,4,trt,scaled,8,MOT17-02,0.4186541737649063,0.5487264673311185,21,0.40384615384615385,0.2692307692307692,25,52,150
yolo26m,640,7,4,trt,scaled,8,MOT17-04,0.3601083032490975,0.5155690272802425,27,0.34177215189873417,0.1518987341772152,35,79,263
yolo26m,640,5,6,fp32,scaled,5,MOT17-09,0.5311004784688995,0.5848042977743668,59,2.269230769230769,0.6153846153846154,2,26,88
yolo26m,640,5,6,fp32,scaled,5,MOT17-02,0.4037108125399872,0.5412156536219817,18,0.34615384615384615,0.23076923076923078,25,52,100
yolo26m,640,5,6,fp32,scaled,5,MOT17-04,0.25693606755126663,0.39369713822268565,15,0.189873417721519,0.0759493670886076,52,79,175
yolo26m,640,5,6,int8,scaled,5,MOT17-09,0.6251993620414673,0.5798165137614679,43,1.6538461538461537,0.34615384615384615,3,26,88
yolo26m,640,5,6,int8,scaled,5,MOT17-02,0.327575175943698,0.44559585492227977,14,0.2692307692307692,0.1346153846153846,31,52,100
yolo26m,640,5,6,int8,scaled,5,MOT17-04,0.20506634499396859,0.3308472918449688,9,0.11392405063291139,0.06329113924050633,57,79,175
yolo26m,640,5,6,trt,scaled,5,MOT17-09,0.6395534290271132,0.6215538847117794,53,2.0384615384615383,0.5,3,26,88
yolo26m,640,5,6,trt,scaled,5,MOT17-02,0.4049904030710173,0.514018691588785,22,0.4230769230769231,0.23076923076923078,24,52,100
yolo26m,640,5,6,trt,scaled,5,MOT17-04,0.35027141133896256,0.49437966172917325,34,0.43037974683544306,0.12658227848101267,36,79,175
yolo26m,640,3,10,fp32,scaled,5,MOT17-09,0.31200000000000006,0.42760487144790255,65,2.6,0.4,3,25,53
yolo26m,640,3,10,fp32,scaled,5,MOT17-02,0.3386923901393355,0.4536834427425237,34,0.6666666666666666,0.1568627450980392,28,51,60
yolo26m,640,3,10,fp32,scaled,5,MOT17-04,0.23239436619718312,0.36528958292152597,17,0.21518987341772153,0.05063291139240506,53,79,105
yolo26m,640,3,10,int8,scaled,5,MOT17-09,0.4106666666666666,0.39057239057239057,49,1.96,0.24,3,25,53
yolo26m,640,3,10,int8,scaled,5,MOT17-02,0.2711682743837085,0.3232157506152584,9,0.17647058823529413,0.09803921568627451,34,51,60
yolo26m,640,3,10,int8,scaled,5,MOT17-04,0.18133802816901412,0.29365079365079366,13,0.16455696202531644,0.0379746835443038,58,79,105
yolo26m,640,3,10,trt,scaled,5,MOT17-09,0.43466666666666665,0.49319213313161875,69,2.76,0.36,3,25,53
yolo26m,640,3,10,trt,scaled,5,MOT17-02,0.36334405144694537,0.4106745737583395,17,0.3333333333333333,0.1568627450980392,27,51,60
yolo26m,640,3,10,trt,scaled,5,MOT17-04,0.3086016096579477,0.4334545454545455,33,0.4177215189873418,0.08860759493670886,40,79,105
yolo26m,640,2,15,fp32,scaled,5,MOT17-09,0.11836734693877549,0.30669546436285094,81,3.24,0.4,5,25,35
yolo26m,640,2,15,fp32,scaled,5,MOT17-02,0.29872204472843455,0.3747178329571106,29,0.58,0.12,29,50,40
yolo26m,640,2,15,fp32,scaled,5,MOT17-04,0.20158550396375996,0.31524072370438516,18,0.22784810126582278,0.02531645569620253,57,79,70
yolo26m,640,2,15,fp32,fixed,30,MOT17-09,0.10204081632653061,0.2838983050847458,88,3.52,0.44,5,25,35
yolo26m,640,2,15,fp32,fixed,30,MOT17-02,0.2763578274760383,0.3568281938325991,51,1.02,0.12,27,50,40
yolo26m,640,2,15,fp32,fixed,30,MOT17-04,0.2057380143450359,0.3148261134838316,22,0.27848101265822783,0.0379746835443038,56,79,70
yolo26m,640,2,15,int8,scaled,5,MOT17-09,0.326530612244898,0.3924731182795699,39,1.56,0.2,6,25,35
yolo26m,640,2,15,int8,scaled,5,MOT17-02,0.207667731629393,0.24646983311938384,17,0.34,0.08,35,50,40
yolo26m,640,2,15,int8,scaled,5,MOT17-04,0.1457153642884107,0.2134107027724049,19,0.24050632911392406,0.02531645569620253,62,79,70
yolo26m,640,2,15,int8,fixed,30,MOT17-09,0.31836734693877555,0.36787564766839376,55,2.2,0.28,6,25,35
yolo26m,640,2,15,int8,fixed,30,MOT17-02,0.207667731629393,0.24556962025316456,28,0.56,0.08,35,50,40
yolo26m,640,2,15,int8,fixed,30,MOT17-04,0.14609286523216303,0.2133419271672575,19,0.24050632911392406,0.02531645569620253,62,79,70
yolo26m,640,2,15,trt,scaled,5,MOT17-09,0.34285714285714286,0.40375586854460094,61,2.44,0.36,4,25,35
yolo26m,640,2,15,trt,scaled,5,MOT17-02,0.29392971246006394,0.3623693379790941,27,0.54,0.12,31,50,40
yolo26m,640,2,15,trt,scaled,5,MOT17-04,0.27670819177047945,0.41963534361851335,25,0.31645569620253167,0.0379746835443038,45,79,70
yolo26m,640,2,15,trt,fixed,30,MOT17-09,0.326530612244898,0.3669724770642202,69,2.76,0.44,4,25,35
yolo26m,640,2,15,trt,fixed,30,MOT17-02,0.29073482428115016,0.3424036281179138,42,0.84,0.12,28,50,40
yolo26m,640,2,15,trt,fixed,30,MOT17-04,0.28463571158927903,0.42598271536102594,26,0.3291139240506329,0.0379746835443038,45,79,70
yolo26m,640,1,30,fp32,scaled,5,MOT17-09,0.04761904761904767,0.23893805309734514,36,1.6363636363636365,0.22727272727272727,3,22,18
yolo26m,640,1,30,fp32,scaled,5,MOT17-02,0.18530351437699677,0.2755344418052256,26,0.52,0.08,32,50,20
yolo26m,640,1,30,fp32,scaled,5,MOT17-04,0.14447806354009074,0.22988505747126436,27,0.34615384615384615,0.02564102564102564,56,78,35
yolo26m,640,1,30,fp32,fixed,30,MOT17-09,0.04761904761904767,0.2445414847161572,39,1.7727272727272727,0.2727272727272727,3,22,18
yolo26m,640,1,30,fp32,fixed,30,MOT17-02,0.18530351437699677,0.27014218009478674,27,0.54,0.08,31,50,20
yolo26m,640,1,30,fp32,fixed,30,MOT17-04,0.14447806354009074,0.2229299363057325,35,0.44871794871794873,0.02564102564102564,56,78,35
yolo26m,640,1,30,int8,scaled,5,MOT17-09,0.2063492063492064,0.24864864864864866,29,1.3181818181818181,0.13636363636363635,5,22,18
yolo26m,640,1,30,int8,scaled,5,MOT17-02,0.12140575079872207,0.1657754010695187,17,0.34,0.04,38,50,20
yolo26m,640,1,30,int8,scaled,5,MOT17-04,0.07866868381240544,0.14148351648351648,6,0.07692307692307693,0.02564102564102564,69,78,35
yolo26m,640,1,30,int8,fixed,30,MOT17-09,0.2142857142857143,0.2765957446808511,31,1.4090909090909092,0.22727272727272727,4,22,18
yolo26m,640,1,30,int8,fixed,30,MOT17-02,0.12140575079872207,0.164021164021164,19,0.38,0.04,38,50,20
yolo26m,640,1,30,int8,fixed,30,MOT17-04,0.0794251134644478,0.14246575342465753,7,0.08974358974358974,0.02564102564102564,69,78,35
yolo26m,640,1,30,trt,scaled,5,MOT17-09,0.19047619047619047,0.2549019607843137,38,1.7272727272727273,0.3181818181818182,4,22,18
yolo26m,640,1,30,trt,scaled,5,MOT17-02,0.19169329073482433,0.2696078431372549,27,0.54,0.1,31,50,20
yolo26m,640,1,30,trt,scaled,5,MOT17-04,0.18381240544629351,0.3016826923076923,27,0.34615384615384615,0.038461538461538464,52,78,35
yolo26m,640,1,30,trt,fixed,30,MOT17-09,0.19841269841269837,0.2647058823529412,37,1.6818181818181819,0.3181818181818182,4,22,18
yolo26m,640,1,30,trt,fixed,30,MOT17-02,0.19169329073482433,0.26763990267639903,30,0.6,0.1,30,50,20
yolo26m,640,1,30,trt,fixed,30,MOT17-04,0.18986384266263234,0.3018419489007724,36,0.46153846153846156,0.05128205128205128,51,78,35
yolo26m,576,30,1,fp32,scaled,30,MOT17-09,0.6173564753004006,0.608940600122474,20,0.7692307692307693,0.7692307692307693,2,26,525
yolo26m,576,30,1,fp32,scaled,30,MOT17-02,0.42680719684871715,0.5319784817692768,27,0.5094339622641509,0.2641509433962264,25,53,600
yolo26m,576,30,1,fp32,scaled,30,MOT17-04,0.26290148414153336,0.3939556031024338,30,0.379746835443038,0.10126582278481013,48,79,1050
yolo26m,576,30,1,int8,scaled,30,MOT17-09,0.7671562082777036,0.7150483335737988,17,0.6538461538461539,0.5384615384615384,3,26,525
yolo26m,576,30,1,int8,scaled,30,MOT17-02,0.3374853614393697,0.45740598618572526,13,0.24528301886792453,0.1509433962264151,32,53,600
yolo26m,576,30,1,int8,scaled,30,MOT17-04,0.19575098566083227,0.33812816777132537,5,0.06329113924050633,0.05063291139240506,57,79,1050
yolo26m,576,30,1,trt,scaled,30,MOT17-09,0.7257676902536716,0.6762477136137967,21,0.8076923076923077,0.6923076923076923,2,26,525
yolo26m,576,30,1,trt,scaled,30,MOT17-02,0.42627488555307147,0.5273416350839198,37,0.6981132075471698,0.22641509433962265,24,53,600
yolo26m,576,30,1,trt,scaled,30,MOT17-04,0.3243263604630723,0.46875,24,0.3037974683544304,0.13924050632911392,41,79,1050
yolo26m,576,15,2,fp32,scaled,15,MOT17-09,0.6226012793176972,0.6363636363636364,16,0.6153846153846154,0.7307692307692307,2,26,263
yolo26m,576,15,2,fp32,scaled,15,MOT17-02,0.41780238500851785,0.541543425652057,30,0.5769230769230769,0.2692307692307692,24,52,300
yolo26m,576,15,2,fp32,scaled,15,MOT17-04,0.25788627687361865,0.39803288765944367,24,0.3037974683544304,0.08860759493670886,50,79,525
yolo26m,576,15,2,int8,scaled,15,MOT17-09,0.7489339019189765,0.7098837209302326,25,0.9615384615384616,0.5,3,26,263
yolo26m,576,15,2,int8,scaled,15,MOT17-02,0.3309199318568995,0.4777933613838242,7,0.1346153846153846,0.15384615384615385,31,52,300
yolo26m,576,15,2,int8,scaled,15,MOT17-04,0.19062688366485836,0.3156852226302975,8,0.10126582278481013,0.05063291139240506,58,79,525
yolo26m,576,15,2,trt,scaled,15,MOT17-09,0.7292110874200426,0.7012371676757041,23,0.8846153846153846,0.6923076923076923,2,26,263
yolo26m,576,15,2,trt,scaled,15,MOT17-02,0.4067291311754685,0.5453542872897712,24,0.46153846153846156,0.19230769230769232,24,52,300
yolo26m,576,15,2,trt,scaled,15,MOT17-04,0.3168073136427567,0.46473240255962767,23,0.2911392405063291,0.12658227848101267,41,79,525
yolo26m,576,10,3,fp32,scaled,10,MOT17-09,0.631916599839615,0.6666666666666666,26,1.0,0.7307692307692307,3,26,175
yolo26m,576,10,3,fp32,scaled,10,MOT17-02,0.4222648752399232,0.5397994679762635,31,0.5961538461538461,0.25,25,52,200
yolo26m,576,10,3,fp32,scaled,10,MOT17-04,0.24998115909262186,0.39644867405559103,19,0.24050632911392406,0.10126582278481013,50,79,350
yolo26m,576,10,3,int8,scaled,10,MOT17-09,0.7433841218925421,0.7175639894086496,22,0.8461538461538461,0.5,3,26,175
yolo26m,576,10,3,int8,scaled,10,MOT17-02,0.3240563019833653,0.4566854990583804,11,0.21153846153846154,0.1346153846153846,32,52,200
yolo26m,576,10,3,int8,scaled,10,MOT17-04,0.18773080111538176,0.3103984088507676,9,0.11392405063291139,0.05063291139240506,59,79,350
yolo26m,576,10,3,trt,scaled,10,MOT17-09,0.706495589414595,0.6961770623742455,31,1.1923076923076923,0.6923076923076923,3,26,175
yolo26m,576,10,3,trt,scaled,10,MOT17-02,0.39827255278310936,0.5240485152655793,27,0.5192307692307693,0.23076923076923078,24,52,200
yolo26m,576,10,3,trt,scaled,10,MOT17-04,0.3074836084105811,0.46129280916198656,21,0.26582278481012656,0.12658227848101267,44,79,350
yolo26m,576,7,4,fp32,scaled,8,MOT17-09,0.6199575371549894,0.6511627906976745,36,1.3846153846153846,0.7692307692307693,2,26,132
yolo26m,576,7,4,fp32,scaled,8,MOT17-02,0.4195059625212947,0.5572057205720572,25,0.4807692307692308,0.25,25,52,150
yolo26m,576,7,4,fp32,scaled,8,MOT17-04,0.24588848776574412,0.3885705435960973,22,0.27848101265822783,0.08860759493670886,51,79,263
yolo26m,576,7,4,int8,scaled,8,MOT17-09,0.7059447983014862,0.7037914691943128,29,1.1153846153846154,0.46153846153846156,3,26,132
yolo26m,576,7,4,int8,scaled,8,MOT17-02,0.3164395229982965,0.45535148828372385,9,0.17307692307692307,0.15384615384615385,32,52,150
yolo26m,576,7,4,int8,scaled,8,MOT17-04,0.18261131167268352,0.2970165378542342,8,0.10126582278481013,0.0379746835443038,60,79,263
yolo26m,576,7,4,trt,scaled,8,MOT17-09,0.7091295116772824,0.6817691477885652,30,1.1538461538461537,0.6923076923076923,3,26,132
yolo26m,576,7,4,trt,scaled,8,MOT17-02,0.40034071550255534,0.5284712482468443,23,0.4423076923076923,0.17307692307692307,25,52,150
yolo26m,576,7,4,trt,scaled,8,MOT17-04,0.30194544725230643,0.4557278271731942,20,0.25316455696202533,0.12658227848101267,44,79,263
yolo26m,576,5,6,fp32,scaled,5,MOT17-09,0.5550239234449761,0.5721003134796239,69,2.6538461538461537,0.6538461538461539,3,26,88
yolo26m,576,5,6,fp32,scaled,5,MOT17-02,0.40563019833653235,0.5406091370558376,23,0.4423076923076923,0.25,25,52,100
yolo26m,576,5,6,fp32,scaled,5,MOT17-04,0.23552472858866103,0.37229029217719134,20,0.25316455696202533,0.06329113924050633,51,79,175
yolo26m,576,5,6,int8,scaled,5,MOT17-09,0.5996810207336523,0.6142322097378277,47,1.8076923076923077,0.3076923076923077,4,26,88
yolo26m,576,5,6,int8,scaled,5,MOT17-02,0.3039027511196417,0.4411196911196911,8,0.15384615384615385,0.1346153846153846,34,52,100
yolo26m,576,5,6,int8,scaled,5,MOT17-04,0.1749095295536791,0.26777819881268156,11,0.13924050632911392,0.0379746835443038,61,79,175
yolo26m,576,5,6,trt,scaled,5,MOT17-09,0.6236044657097288,0.6285714285714286,62,2.3846153846153846,0.38461538461538464,3,26,88
yolo26m,576,5,6,trt,scaled,5,MOT17-02,0.3800383877159309,0.5106382978723404,20,0.38461538461538464,0.17307692307692307,29,52,100
yolo26m,576,5,6,trt,scaled,5,MOT17-04,0.2913148371531966,0.44088311106130224,21,0.26582278481012656,0.10126582278481013,45,79,175
yolo26m,576,3,10,fp32,scaled,5,MOT17-09,0.33866666666666667,0.4111888111888112,71,2.84,0.36,3,25,53
yolo26m,576,3,10,fp32,scaled,5,MOT17-02,0.352625937834941,0.47015475313190863,21,0.4117647058823529,0.17647058823529413,27,51,60
yolo26m,576,3,10,fp32,scaled,5,MOT17-04,0.20045271629778671,0.32718426920737886,14,0.17721518987341772,0.06329113924050633,57,79,105
yolo26m,576,3,10,int8,scaled,5,MOT17-09,0.42666666666666664,0.5342465753424658,37,1.48,0.24,6,25,53
yolo26m,576,3,10,int8,scaled,5,MOT17-02,0.23687031082529475,0.3448275862068966,19,0.37254901960784315,0.0784313725490196,36,51,60
yolo26m,576,3,10,int8,scaled,5,MOT17-04,0.15392354124748486,0.22188776607181251,17,0.21518987341772153,0.0379746835443038,63,79,105
yolo26m,576,3,10,trt,scaled,5,MOT17-09,0.43999999999999995,0.5168195718654435,56,2.24,0.44,3,25,53
yolo26m,576,3,10,trt,scaled,5,MOT17-02,0.3247588424437299,0.4062968515742129,18,0.35294117647058826,0.13725490196078433,30,51,60
yolo26m,576,3,10,trt,scaled,5,MOT17-04,0.24798792756539234,0.3868217054263566,22,0.27848101265822783,0.08860759493670886,49,79,105
yolo26m,576,2,15,fp32,scaled,5,MOT17-09,0.15918367346938778,0.34347826086956523,70,2.8,0.44,5,25,35
yolo26m,576,2,15,fp32,scaled,5,MOT17-02,0.2460063897763578,0.3137254901960784,45,0.9,0.12,29,50,40
yolo26m,576,2,15,fp32,scaled,5,MOT17-04,0.17591543978859947,0.28785513581017796,14,0.17721518987341772,0.02531645569620253,58,79,70
yolo26m,576,2,15,fp32,fixed,30,MOT17-09,0.14693877551020407,0.326271186440678,81,3.24,0.52,5,25,35
yolo26m,576,2,15,fp32,fixed,30,MOT17-02,0.24760383386581475,0.3056179775280899,63,1.26,0.14,29,50,40
yolo26m,576,2,15,fp32,fixed,30,MOT17-04,0.17931294828237065,0.29140722291407223,14,0.17721518987341772,0.0379746835443038,58,79,70
yolo26m,576,2,15,int8,scaled,5,MOT17-09,0.310204081632653,0.33689839572192515,45,1.8,0.16,6,25,35
yolo26m,576,2,15,int8,scaled,5,MOT17-02,0.18370607028753994,0.20789473684210527,15,0.3,0.08,35,50,40
yolo26m,576,2,15,int8,scaled,5,MOT17-04,0.1268403171007928,0.18716931216931218,15,0.189873417721519,0.02531645569620253,64,79,70
yolo26m,576,2,15,int8,fixed,30,MOT17-09,0.30612244897959184,0.3160621761658031,58,2.32,0.24,6,25,35
yolo26m,576,2,15,int8,fixed,30,MOT17-02,0.1773162939297125,0.20492866407263294,30,0.6,0.08,34,50,40
yolo26m,576,2,15,int8,fixed,30,MOT17-04,0.12495281238203093,0.18927862342819324,18,0.22784810126582278,0.02531645569620253,64,79,70
yolo26m,576,2,15,trt,scaled,5,MOT17-09,0.2979591836734694,0.3490566037735849,60,2.4,0.32,4,25,35
yolo26m,576,2,15,trt,scaled,5,MOT17-02,0.2635782747603834,0.3466981132075472,27,0.54,0.16,31,50,40
yolo26m,576,2,15,trt,scaled,5,MOT17-04,0.23329558323895805,0.34676941315945464,21,0.26582278481012656,0.0379746835443038,51,79,70
yolo26m,576,2,15,trt,fixed,30,MOT17-09,0.27755102040816326,0.3194444444444444,69,2.76,0.36,3,25,35
yolo26m,576,2,15,trt,fixed,30,MOT17-02,0.2539936102236422,0.33178654292343385,45,0.9,0.16,29,50,40
yolo26m,576,2,15,trt,fixed,30,MOT17-04,0.2291430728576821,0.34574468085106386,22,0.27848101265822783,0.0379746835443038,51,79,70
yolo26m,576,1,30,fp32,scaled,5,MOT17-09,0.05555555555555558,0.2304147465437788,34,1.5454545454545454,0.22727272727272727,4,22,18
yolo26m,576,1,30,fp32,scaled,5,MOT17-02,0.19169329073482433,0.2692307692307692,25,0.5,0.06,30,50,20
yolo26m,576,1,30,fp32,scaled,5,MOT17-04,0.12329803328290467,0.20757180156657964,17,0.21794871794871795,0.02564102564102564,61,78,35
yolo26m,576,1,30,fp32,fixed,30,MOT17-09,0.04761904761904767,0.22935779816513763,34,1.5454545454545454,0.22727272727272727,4,22,18
yolo26m,576,1,30,fp32,fixed,30,MOT17-02,0.20447284345047922,0.26252983293556087,26,0.52,0.08,29,50,20
yolo26m,576,1,30,fp32,fixed,30,MOT17-04,0.12481089258698941,0.21196358907672302,19,0.24358974358974358,0.02564102564102564,61,78,35
yolo26m,576,1,30,int8,scaled,5,MOT17-09,0.16666666666666663,0.19428571428571428,24,1.0909090909090908,0.09090909090909091,6,22,18
yolo26m,576,1,30,int8,scaled,5,MOT17-02,0.14057507987220452,0.15675675675675677,11,0.22,0.06,39,50,20
yolo26m,576,1,30,int8,scaled,5,MOT17-04,0.08093797276853254,0.13444213444213443,6,0.07692307692307693,0.01282051282051282,70,78,35
yolo26m,576,1,30,int8,fixed,30,MOT17-09,0.16666666666666663,0.2033898305084746,26,1.1818181818181819,0.09090909090909091,6,22,18
yolo26m,576,1,30,int8,fixed,30,MOT17-02,0.13418530351437696,0.1554959785522788,14,0.28,0.06,39,50,20
yolo26m,576,1,30,int8,fixed,30,MOT17-04,0.08169440242057491,0.13573407202216067,6,0.07692307692307693,0.01282051282051282,70,78,35
yolo26m,576,1,30,trt,scaled,5,MOT17-09,0.1507936507936508,0.25,35,1.5909090909090908,0.2727272727272727,4,22,18
yolo26m,576,1,30,trt,scaled,5,MOT17-02,0.17571884984025554,0.2731707317073171,24,0.48,0.1,30,50,20
yolo26m,576,1,30,trt,scaled,5,MOT17-04,0.1475037821482602,0.25518541797611566,22,0.28205128205128205,0.038461538461538464,56,78,35
yolo26m,576,1,30,trt,fixed,30,MOT17-09,0.1507936507936508,0.24761904761904763,37,1.6818181818181819,0.2727272727272727,4,22,18
yolo26m,576,1,30,trt,fixed,30,MOT17-02,0.1821086261980831,0.2746987951807229,27,0.54,0.1,28,50,20
yolo26m,576,1,30,trt,fixed,30,MOT17-04,0.14826021180030258,0.2506265664160401,26,0.3333333333333333,0.05128205128205128,56,78,35
